,Trial,Ts,Tp
458,458.0,1535.0,1995.5473034426727
459,459.0,1535.0,1522.8592675956047
460,460.0,1535.0,907.5282955522443
461,461.0,1265.0,1545.632292106676
462,462.0,1265.0,1792.654552956289
463,463.0,1165.0,746.067893145168
464,464.0,1265.0,1190.1967533311727
465,465.0,1165.0,771.1782978376416
466,466.0,1675.0,1378.508246161854
467,467.0,1395.0,1104.5856450916224
468,468.0,1265.0,2126.9904943340944
469,469.0,1675.0,2027.953975456527
470,470.0,1395.0,1721.898485847748
471,471.0,1675.0,1297.801440571091
472,472.0,1535.0,1684.2283374283566
473,473.0,1535.0,1096.2977995201527
474,474.0,1265.0,1152.158779523724
475,475.0,1265.0,1693.5357752714353
476,476.0,1395.0,1121.2896053861803
477,477.0,1395.0,1141.7261991171486
478,478.0,1265.0,1538.5262183237319
479,479.0,1675.0,658.6752019336259
480,480.0,1535.0,1994.259369081347
481,481.0,1165.0,1746.1607530549763
482,482.0,1395.0,1472.9832121422005
483,483.0,1675.0,2077.588412369688
484,484.0,1675.0,1288.4649347731315
485,485.0,1395.0,531.1328146825806
486,486.0,1535.0,1307.3412317014415
487,487.0,1395.0,1183.2136553310695
488,488.0,1265.0,2069.9262683221764
489,489.0,1165.0,1071.0921068620225
490,490.0,1165.0,803.26645969068
491,491.0,1395.0,771.6936720273127
492,492.0,1395.0,929.8174294227725
493,493.0,1165.0,1258.0770050040423
494,494.0,1265.0,1143.9925225026764
495,495.0,1675.0,1086.5505169768762
496,496.0,1265.0,1811.9677278330314
497,497.0,1265.0,1023.1936402279238
498,498.0,1535.0,1250.423133571606
499,499.0,1535.0,2181.830193672824
500,500.0,1675.0,1657.4257525001249
501,501.0,1675.0,3067.8603727543914
502,502.0,1395.0,1287.2591967207677
503,503.0,1535.0,1967.965279109331
504,504.0,1675.0,2053.3241959204533
505,505.0,1165.0,1483.045816146945
506,506.0,1535.0,1034.858690449507
507,507.0,1165.0,773.462065479099
508,508.0,1395.0,1420.4754377662669
509,509.0,1165.0,848.451906409298
510,510.0,1395.0,1067.1826091490486
511,511.0,1265.0,3348.7085574643024
512,512.0,1395.0,949.1441012701192
513,513.0,1165.0,1286.0202460688183
514,514.0,1165.0,987.970581754318
515,515.0,1165.0,1497.853980792069
516,516.0,1675.0,822.1497812039695
517,517.0,1675.0,1999.7883977210154
518,518.0,1675.0,1517.3221768599108
519,519.0,1675.0,1431.8003088226674
520,520.0,1535.0,1335.1230376883075
521,521.0,1265.0,804.4356604397104
522,522.0,1395.0,1328.399853413159
523,523.0,1265.0,1917.2402786368739
524,524.0,1165.0,1379.179493498034
525,525.0,1265.0,798.3462510845841
526,526.0,1535.0,1245.7481683338951
527,527.0,1265.0,1098.3516451376922
528,528.0,1535.0,2495.920439543923
529,529.0,1265.0,1960.8619851170922
530,530.0,1265.0,1048.8663208653775
531,531.0,1165.0,990.0007817623845
532,532.0,1395.0,2781.096230199312
533,533.0,1265.0,1392.1130924854149
534,534.0,1675.0,1468.4755748019584
535,535.0,1675.0,1395.3291237760104
536,536.0,1535.0,3776.118986915616
537,537.0,1535.0,1522.6185816193251
538,538.0,1165.0,2606.0285059340863
539,539.0,1265.0,1344.4992319874984
540,540.0,1675.0,1814.5084719120473
541,541.0,1165.0,1757.0458770735618
542,542.0,1675.0,2169.4248487268483
543,543.0,1675.0,2165.04440350865
544,544.0,1395.0,1640.2638603274872
545,545.0,1675.0,2418.052220391781
546,546.0,1535.0,821.7612703747484
547,547.0,1675.0,2794.1030110319616
548,548.0,1675.0,1171.0706879055033
549,549.0,1165.0,629.5384352271727
550,550.0,1165.0,958.2466894035429
551,551.0,1395.0,1422.9367781302335
552,552.0,1395.0,1711.2204456468392
553,553.0,1265.0,1134.1409364212855
554,554.0,1395.0,2652.978443951988
555,555.0,1165.0,914.3403173478495
556,556.0,1395.0,1489.587354587796
557,557.0,1265.0,787.584211937828
558,558.0,1165.0,1045.8303861393586
559,559.0,1265.0,814.4211556211567
560,560.0,1535.0,999.8384047704892
561,561.0,1535.0,1677.859339286003
562,562.0,1265.0,1558.0252825182492
563,563.0,1165.0,1086.272513714206
564,564.0,1395.0,1982.1161900670115
565,565.0,1165.0,710.9401350578928
566,566.0,1395.0,1349.3327138098152
567,567.0,1265.0,1204.8685387269143
568,568.0,1165.0,979.9611740329544
569,569.0,1675.0,1450.6863238972096
570,570.0,1535.0,2010.205054699701
571,571.0,1395.0,2202.8783339839056
572,572.0,1675.0,1134.1027454523846
573,573.0,1675.0,1649.3765102132827
574,574.0,1535.0,1768.1624224336474
575,575.0,1165.0,3013.151010297669
576,576.0,1265.0,1207.08007823708
577,577.0,1165.0,1906.9352704575156
578,578.0,1535.0,1306.002682343111
579,579.0,1535.0,1872.7301533244781
580,580.0,1535.0,1907.830390305589
581,581.0,1675.0,1778.8609865009298
582,582.0,1535.0,1050.495579069074
583,583.0,1165.0,1725.30539819435
584,584.0,1535.0,1150.7445145077068
585,585.0,1165.0,998.3198292015435
586,586.0,1675.0,1122.8332830971578
587,587.0,1675.0,1523.1605237457748
588,588.0,1535.0,740.2773461870086
589,589.0,1535.0,1681.711133595814
590,590.0,1395.0,1620.8400954820324
591,591.0,1265.0,834.231501483176
592,592.0,1165.0,785.8266897927613
593,593.0,1265.0,961.4652647122756
594,594.0,1395.0,1164.0472557045978
595,595.0,1265.0,1311.4456347800033
596,596.0,1535.0,1788.9468384564234
597,597.0,1675.0,1574.7132610906658
598,598.0,1165.0,1234.1167728121984
599,599.0,1265.0,1369.8701770749847
600,600.0,1265.0,2328.998164801126
601,601.0,1535.0,1732.7710886770099
602,602.0,1395.0,2065.1459183102743
603,603.0,1165.0,1044.9948636436409
604,604.0,1165.0,1066.3498619244763
605,605.0,1535.0,1312.372466511038
606,606.0,1395.0,1267.6330812644087
607,607.0,1265.0,1156.8352417937372
608,608.0,1395.0,1303.2337632407407
609,609.0,1395.0,1169.0394642338279
610,610.0,1265.0,1914.072237050344
611,611.0,1165.0,870.7796859361305
612,612.0,1165.0,1056.4957271710082
613,613.0,1535.0,1183.1289242760372
614,614.0,1265.0,852.662121681617
615,615.0,1165.0,1462.4974376545567
616,616.0,1395.0,1359.069679948567
617,617.0,1535.0,1911.7408582889161
618,618.0,1535.0,1408.0063759941938
619,619.0,1165.0,1502.2949517009517
620,620.0,1165.0,1164.9130188878305
621,621.0,1535.0,1455.8678879846284
622,622.0,1395.0,1057.8700216128318
623,623.0,1165.0,2393.668174964746
624,624.0,1535.0,1644.8420963593765
625,625.0,1535.0,1680.3202016344633
626,626.0,1395.0,1592.6995067858315
627,627.0,1535.0,1727.5900843026875
628,628.0,1265.0,1021.5558632749431
629,629.0,1265.0,1387.7914203243176
630,630.0,1675.0,1381.226303582933
631,631.0,1395.0,1593.7189982097427
632,632.0,1675.0,1680.6189924385794
633,633.0,1395.0,1366.4463984669583
634,634.0,1165.0,1171.254035918723
635,635.0,1265.0,1072.3675749614924
636,636.0,1265.0,2158.585680538136
637,637.0,1395.0,2126.0781154512233
638,638.0,1535.0,1492.0204166186068
639,639.0,1395.0,2369.3554751376723
640,640.0,1265.0,1481.1997053240136
641,641.0,1675.0,1697.8002430294268
642,642.0,1535.0,1660.0570840422943
643,643.0,1395.0,1822.238684627916
644,644.0,1395.0,1260.3465965331027
645,645.0,1535.0,2228.0546735895214
646,646.0,1395.0,1315.1132578225863
647,647.0,1675.0,2690.6091189705035
648,648.0,1535.0,1305.2762263018544
649,649.0,1265.0,839.851601944914
650,650.0,1165.0,716.9272249782622
651,651.0,1675.0,1584.1589396228644
652,652.0,1535.0,1813.01264008821
653,653.0,1675.0,1225.0907093672934
654,654.0,1675.0,1149.6591796017574
655,655.0,1395.0,1602.1483844472364
656,656.0,1395.0,1784.791714023442
657,657.0,1165.0,1268.0905571537617
658,658.0,1535.0,902.9512062260635
659,659.0,1535.0,1133.167218954107
660,660.0,1265.0,2012.8873191560535
661,661.0,1265.0,1312.928542745528
662,662.0,1535.0,1070.365039497994
663,663.0,1395.0,1005.8254102213252
664,664.0,1675.0,1690.7295227354914
665,665.0,1395.0,1459.4371018099503
666,666.0,1395.0,1026.94333124725
667,667.0,1265.0,1255.5519770457047
668,668.0,1675.0,1884.98915154544
669,669.0,1165.0,1207.5372390044893
670,670.0,1265.0,923.4108089491021
671,671.0,1675.0,1153.1029530873582
672,672.0,1675.0,2712.794540861962
673,673.0,1165.0,1327.571229872473
674,674.0,1675.0,2142.6270365541736
675,675.0,1535.0,2031.0496628237374
676,676.0,1675.0,1871.9767847527103
677,677.0,1535.0,1387.641363398145
678,678.0,1165.0,921.689697545976
679,679.0,1535.0,1358.975099050995
680,680.0,1395.0,1496.587864850171
681,681.0,1265.0,1677.7950630817434
682,682.0,1165.0,2265.737847166929
683,683.0,1395.0,2085.906524764871
684,684.0,1675.0,2779.600876787816
685,685.0,1395.0,1413.874102582337
686,686.0,1395.0,1358.7278801402827
687,687.0,1265.0,850.7336884746459
688,688.0,1675.0,1566.7171533807086
689,689.0,1265.0,1105.6748269288746
690,690.0,1395.0,977.0288491767473
691,691.0,1675.0,1339.0473255206928
692,692.0,1265.0,1292.067942177444
693,693.0,1675.0,1748.2035212684837
694,694.0,1535.0,1877.0196876177542
695,695.0,1265.0,1269.167306125341
696,696.0,1535.0,1214.8980619997656
697,697.0,1535.0,1770.1354126911092
698,698.0,1675.0,1325.8273580477276
699,699.0,1675.0,2311.65729465698
700,700.0,1265.0,1502.8039129484314
701,701.0,1395.0,2023.5026132158698
702,702.0,1535.0,1296.5430618507005
703,703.0,1165.0,1021.9901560791013
704,704.0,1395.0,1825.764513902639
705,705.0,1675.0,1525.5092197250412
706,706.0,1265.0,1286.0672518742613
707,707.0,1535.0,1492.2859007528602
708,708.0,1395.0,1280.2706916550962
709,709.0,1535.0,924.6579946282503
710,710.0,1535.0,977.2167074899937
711,711.0,1535.0,1424.075741907678
712,712.0,1535.0,1725.6215094379318
713,713.0,1535.0,1346.5906181330308
714,714.0,1395.0,1495.5172615602949
715,715.0,1265.0,1760.3604768472435
716,716.0,1165.0,1561.4629408203896
717,717.0,1535.0,1624.9214456041523
718,718.0,1395.0,1845.7001932110234
719,719.0,1675.0,1388.90569323272
720,720.0,1395.0,1040.0396746943036
721,721.0,1265.0,2557.305094009166
722,722.0,1395.0,2439.3227304525108
723,723.0,1395.0,1060.2850904819525
724,724.0,1265.0,950.1614613910343
725,725.0,1265.0,1989.1075477491909
726,726.0,1675.0,1853.7067059618596
727,727.0,1265.0,1757.5772775568441
728,728.0,1395.0,1180.7112938819714
729,729.0,1265.0,1162.6757877637492
730,730.0,1165.0,1301.659270551281
731,731.0,1675.0,2236.461677877549
732,732.0,1165.0,1101.8133749655342
733,733.0,1535.0,1591.5700188576218
734,734.0,1675.0,1102.9895956711807
735,735.0,1395.0,1903.696533509856
736,736.0,1265.0,1153.815041110689
737,737.0,1165.0,1431.0411771220924
738,738.0,1675.0,1349.252382505266
739,739.0,1675.0,1364.5019368853466
740,740.0,1265.0,1420.355460576598
741,741.0,1535.0,1491.5821814626543
742,742.0,1165.0,1071.2493090020823
743,743.0,1395.0,1045.2755910811284
744,744.0,1675.0,1210.2790938942014
745,745.0,1535.0,1624.362525995411
746,746.0,1675.0,2277.279273992304
747,747.0,1165.0,1399.042641195089
748,748.0,1675.0,2066.9349770543618
749,749.0,1165.0,1935.7759132665667
750,750.0,1535.0,1053.6983375018729
751,751.0,1265.0,1995.9222136855967
752,752.0,1165.0,1009.3951338513361
753,753.0,1535.0,1368.5919205049488
754,754.0,1165.0,756.5805168706523
755,755.0,1265.0,1714.5316799858797
756,756.0,1535.0,1687.4427892541112
757,757.0,1165.0,1857.6696127908108
758,758.0,1165.0,1205.1434877315287
759,759.0,1675.0,1945.3191081807759
760,760.0,1265.0,2077.4660604067653
761,761.0,1395.0,1830.583216255351
762,762.0,1535.0,1713.964615893701
763,763.0,1395.0,831.6579651506088
764,764.0,1165.0,1232.6073008570265
765,765.0,1165.0,1060.8155242679702
766,766.0,1535.0,743.0119046799165
767,767.0,1395.0,1156.2962990240742
768,768.0,1395.0,902.3526774906818
769,769.0,1675.0,1049.374196776676
770,770.0,1165.0,1550.456045550006
771,771.0,1265.0,1104.2357021124799
772,772.0,1675.0,2671.9901880293305
773,773.0,1395.0,1447.3896842620313
774,774.0,1165.0,1589.1515502376574
775,775.0,1535.0,942.8944372214186
776,776.0,1535.0,1818.7797281844391
777,777.0,1535.0,1700.835409677801
778,778.0,1395.0,1158.554712669792
779,779.0,1675.0,1559.0521690588753
780,780.0,1535.0,1638.8438371087082
781,781.0,1395.0,1172.1466683543076
782,782.0,1265.0,888.7031446594495
783,783.0,1165.0,1234.3970069217512
784,784.0,1395.0,837.7883631146526
785,785.0,1675.0,1500.911565027827
786,786.0,1165.0,2303.290108982386
787,787.0,1395.0,1165.05388112008
788,788.0,1395.0,3137.3067817919664
789,789.0,1265.0,1484.891054912952
790,790.0,1165.0,992.1833885744004
791,791.0,1395.0,1855.9060794354727
792,792.0,1675.0,2537.654447384638
793,793.0,1675.0,1177.020024016156
794,794.0,1395.0,1223.2471223446514
795,795.0,1265.0,1746.0994904892664
796,796.0,1675.0,1427.7229913507842
797,797.0,1265.0,1157.3294620301451
798,798.0,1535.0,1525.8798209262686
799,799.0,1265.0,1195.4134576100107
800,800.0,1265.0,1621.6091533484205
801,801.0,1265.0,1051.5154060882926
802,802.0,1395.0,1986.2783353269424
803,803.0,1265.0,1105.3801459197202
804,804.0,1535.0,1132.453807243148
805,805.0,1535.0,1780.486634929157
806,806.0,1265.0,716.8669733218313
807,807.0,1675.0,982.1873331614848
808,808.0,1535.0,1060.150892328549
809,809.0,1535.0,1540.4267953035492
810,810.0,1265.0,1331.1147158776203
811,811.0,1395.0,1824.6702916023073
812,812.0,1535.0,1929.2371152867915
813,813.0,1535.0,1851.3542761549966
814,814.0,1165.0,1232.6320752640254
815,815.0,1395.0,1587.0816500698097
816,816.0,1675.0,1195.6492957357357
817,817.0,1675.0,3032.660576939951
818,818.0,1535.0,1954.7166854720635
819,819.0,1265.0,990.1308834797682
820,820.0,1535.0,1504.798829620676
821,821.0,1395.0,2054.7042177533676
822,822.0,1165.0,1330.4758633043248
823,823.0,1535.0,1328.4429748723176
824,824.0,1165.0,898.1640669656437
825,825.0,1265.0,1041.8383823200752
826,826.0,1165.0,1155.7688962988227
827,827.0,1535.0,1537.8557501046662
828,828.0,1395.0,1311.7032077913348
829,829.0,1395.0,1296.6959935489735
830,830.0,1165.0,2208.725599412391
831,831.0,1165.0,1522.926342372688
832,832.0,1165.0,1950.6685421662016
833,833.0,1165.0,1423.5673265237654
834,834.0,1675.0,1982.7371017037733
835,835.0,1165.0,1977.9746210977385
836,836.0,1165.0,1486.9266455473883
837,837.0,1165.0,1028.6279546684023
838,838.0,1395.0,923.4844668813087
839,839.0,1265.0,810.880823302047
840,840.0,1395.0,1665.3264712325197
841,841.0,1675.0,1615.3917295497208
842,842.0,1675.0,928.0540174188369
843,843.0,1535.0,2742.252886991438
844,844.0,1265.0,1101.4783144193188
845,845.0,1535.0,2455.5891300959875
846,846.0,1395.0,1361.104854935467
847,847.0,1165.0,994.8696082176168
848,848.0,1535.0,1639.5405415014911
849,849.0,1395.0,1343.4771484607338
850,850.0,1165.0,2182.4369431235964
851,851.0,1535.0,1569.5215229493974
852,852.0,1265.0,1198.5911723586623
853,853.0,1265.0,1054.2472264619887
854,854.0,1265.0,1769.4541006486504
855,855.0,1675.0,2082.21465056962
856,856.0,1165.0,1199.7679884359077
857,857.0,1265.0,933.4924412129732
858,858.0,1675.0,1802.6792172721894
859,859.0,1535.0,1159.3751954800546
860,860.0,1165.0,1468.295364187303
861,861.0,1265.0,789.8301197108149
862,862.0,1165.0,1477.2863434086821
863,863.0,1165.0,899.9748202016891
864,864.0,1265.0,1038.3006353316264
865,865.0,1165.0,1347.216318987016
866,866.0,1395.0,1359.7868826450808
867,867.0,1165.0,1647.7759761806728
868,868.0,1675.0,924.0802083299842
869,869.0,1395.0,3562.8464719242656
870,870.0,1535.0,1390.0965889830977
871,871.0,1165.0,1389.2541992386975
872,872.0,1675.0,1677.1360968780489
873,873.0,1395.0,2425.4839086302336
874,874.0,1395.0,1685.4797103803435
875,875.0,1535.0,1302.2294972417403
876,876.0,1395.0,1101.02005022116
877,877.0,1535.0,1213.4723330686406
878,878.0,1165.0,1764.5323306090318
879,879.0,1395.0,1112.7286584555432
880,880.0,1265.0,2327.5248000785673
881,881.0,1535.0,2448.3121254469384
882,882.0,1535.0,1972.6640650071215
883,883.0,1535.0,1671.4407321849887
884,884.0,1265.0,894.4882918528983
885,885.0,1535.0,1667.9479530900244
886,886.0,1535.0,2031.9119200327223
887,887.0,1395.0,1615.782791396321
888,888.0,1675.0,1547.1373399009535
889,889.0,1675.0,1047.9159731431394
890,890.0,1265.0,1430.0792212813217
891,891.0,1535.0,1231.6882921198421
892,892.0,1675.0,1246.190420145929
893,893.0,1535.0,3069.0903174167875
894,894.0,1675.0,1110.7152549818088
895,895.0,1675.0,1071.2753110509188
896,896.0,1265.0,1466.2391508825895
897,897.0,1395.0,1031.3237261030063
898,898.0,1395.0,2145.013967748856
899,899.0,1165.0,2338.624621202711
900,900.0,1265.0,1891.7706224960546
901,901.0,1165.0,1157.943986702508
902,902.0,1535.0,738.4950966287267
903,903.0,1395.0,1685.4004705662715
904,904.0,1535.0,1776.8192474754744
905,905.0,1395.0,1097.4335741352224
906,906.0,1395.0,1059.0456572323722
907,907.0,1165.0,678.6155150029524
908,908.0,1265.0,1202.8689082292328
909,909.0,1395.0,631.7226630136024
910,910.0,1395.0,670.043865573869
911,911.0,1165.0,1201.9718068427896
912,912.0,1395.0,1234.444860181056
913,913.0,1165.0,726.1446639303375
914,914.0,1265.0,1439.55638101669
915,915.0,1265.0,1474.64531775155
916,916.0,1265.0,1869.7905279205627
917,917.0,1395.0,1380.217553641797
918,918.0,1535.0,2406.54001970633
919,919.0,1265.0,1327.313115658729
920,920.0,1675.0,2054.9686357121354
921,921.0,1395.0,1932.9719185252784
922,922.0,1535.0,2494.247931592079
923,923.0,1165.0,866.1080184077889
924,924.0,1535.0,1142.205045775519
925,925.0,1675.0,2068.076929906727
926,926.0,1395.0,775.1483967321618
927,927.0,1165.0,946.0478528280677
928,928.0,1165.0,709.7704703513509
929,929.0,1535.0,790.74120887916
930,930.0,1675.0,956.1853419939147
931,931.0,1675.0,1523.2082232578055
932,932.0,1535.0,1012.8882488394062
933,933.0,1165.0,1649.1937301838582
934,934.0,1265.0,1100.9605991196734
935,935.0,1165.0,1315.5746310690995
936,936.0,1265.0,1291.6830281664468
937,937.0,1675.0,1202.4192662991745
938,938.0,1395.0,1140.741365201256
939,939.0,1535.0,1162.4225341148117
940,940.0,1165.0,1133.3918151845332
941,941.0,1395.0,1199.5057184344987
942,942.0,1675.0,1354.8246082579487
943,943.0,1675.0,1262.3593575682028
944,944.0,1165.0,1014.378173648526
945,945.0,1265.0,2520.316585667968
946,946.0,1675.0,1461.6963979505524
947,947.0,1165.0,1094.2429603582516
948,948.0,1675.0,1657.4519795915512
949,949.0,1165.0,1347.031304021253
950,950.0,1265.0,1021.8733638406475
951,951.0,1265.0,1363.8029101236825
952,952.0,1265.0,1328.473341044706
953,953.0,1265.0,1245.159431854543
954,954.0,1265.0,903.8460451325458
955,955.0,1165.0,1669.2586082668217
956,956.0,1675.0,1747.866659543422
957,957.0,1675.0,1050.494377478267
958,958.0,1675.0,3004.200191542577
959,959.0,1395.0,1083.3068531842841
960,960.0,1165.0,1017.7891802417012
961,961.0,1165.0,1817.1954092126184
962,962.0,1265.0,1171.158426269113
963,963.0,1165.0,1414.6017087770265
964,964.0,1165.0,1746.1275763517594
965,965.0,1165.0,1046.2206146479343
966,966.0,1165.0,1239.2762046486077
967,967.0,1165.0,1600.9370509349992
968,968.0,1535.0,810.1988265687968
969,969.0,1165.0,1737.591942298066
970,970.0,1165.0,1101.1643635278056
971,971.0,1395.0,1844.0249360026348
972,972.0,1395.0,2009.6900952580859
973,973.0,1395.0,799.1395713347234
974,974.0,1395.0,1772.7688790247412
975,975.0,1395.0,1146.8054038862558
976,976.0,1535.0,1169.5271216961166
977,977.0,1395.0,1081.1514909091557
978,978.0,1395.0,1062.6018188829366
979,979.0,1165.0,1727.6226148242279
980,980.0,1165.0,2095.094652282196
981,981.0,1535.0,2138.869346848748
982,982.0,1675.0,1534.9879234697853
983,983.0,1165.0,1274.1532503380395
984,984.0,1165.0,1094.1811994148597
985,985.0,1395.0,2011.4625379459667
986,986.0,1165.0,1398.766850862834
987,987.0,1535.0,1175.976427243114
988,988.0,1265.0,1228.2243189363276
989,989.0,1395.0,1165.7047526083231
990,990.0,1265.0,1545.8700249242524
991,991.0,1675.0,2085.971468430399
992,992.0,1535.0,1552.2321574053183
993,993.0,1675.0,1618.767449452701
994,994.0,1395.0,1550.6947163918649
995,995.0,1675.0,1414.1210918615704
996,996.0,1535.0,3421.0644630949027
997,997.0,1165.0,1638.0302185265973
998,998.0,1395.0,910.3394970498459
999,999.0,1165.0,1001.0182662894227
1334,334.0,1265.0,1901.227927860741
1335,335.0,1675.0,2169.638254019927
1336,336.0,1675.0,1759.3906805248062
1337,337.0,1535.0,1165.626247385866
1338,338.0,1675.0,1792.389539525524
1339,339.0,1675.0,1469.5944404587385
1340,340.0,1265.0,1901.5316196789568
1341,341.0,1395.0,989.4606388854994
1342,342.0,1395.0,902.6607942394694
1343,343.0,1265.0,901.5678510752908
1344,344.0,1165.0,1842.7291995495766
1345,345.0,1535.0,1873.2175286258318
1346,346.0,1395.0,1632.7187071285591
1347,347.0,1395.0,970.9842074634937
1348,348.0,1535.0,1831.4091344090746
1349,349.0,1675.0,1793.8954501781145
1350,350.0,1165.0,1860.5234316747383
1351,351.0,1395.0,1397.671932193699
1352,352.0,1265.0,2121.7808956507342
1353,353.0,1265.0,1282.6094891085245
1354,354.0,1165.0,1185.8897779386573
1355,355.0,1165.0,793.7500298373803
1356,356.0,1165.0,1636.6944821729762
1357,357.0,1395.0,1965.6696849203747
1358,358.0,1395.0,1934.3783328838201
1359,359.0,1265.0,1003.0344160125296
1360,360.0,1265.0,2251.5380929543994
1361,361.0,1395.0,939.9833145173361
1362,362.0,1265.0,982.4824348709182
1363,363.0,1165.0,1176.3376399839005
1364,364.0,1165.0,1077.4149730657912
1365,365.0,1535.0,1241.3128768335937
1366,366.0,1265.0,1395.5130529420394
1367,367.0,1265.0,1110.857736011071
1368,368.0,1535.0,1302.4800442178596
1369,369.0,1265.0,1403.3790222386283
1370,370.0,1165.0,1035.677344191844
1371,371.0,1165.0,1532.603961028394
1372,372.0,1535.0,1159.2249406945753
1373,373.0,1265.0,1232.4626215011722
1374,374.0,1675.0,1553.9160968812212
1375,375.0,1265.0,1022.3468780418362
1376,376.0,1535.0,1409.453443103838
1377,377.0,1395.0,1672.8925003082472
