acc,accuracy,average_response_time,avg_rt,background,batchId,batchTitle,bidi,block,browser,canvas_backend,clock_backend,color_backend,compensation,componentId,componentPos,componentResultId,componentTitle,coordinates,correct,count_Clearscreen,count_Duration,count_GreenDot,count_Instructions,count_Instructions2,count_IsI,count_RedDot,count_TimeEnd,count_Trial,count_experiment,count_loopBlock2,count_mainloop,count_new_logger,count_new_sketchpad,count_new_sketchpad_1,count_osweb,count_pauze,date,datetime,delay_Duration,delay_IsI,description,disable_garbage_collection,duration,experiment,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,groupMemberId,groupResultId,height,keyboard_backend,mouse_backend,opensesame_codename,opensesame_version,response,response_Instructions,response_Instructions2,response_TimeEnd,response_pauze,response_time,response_time_Instructions,response_time_Instructions2,response_time_TimeEnd,response_time_pauze,round_decimals,sampler_backend,screen,sessionid,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,studyId,studyResultId,studyTitle,subject_nr,subject_parity,system,time_Clearscreen,time_Duration,time_GreenDot,time_Instructions,time_Instructions2,time_IsI,time_RedDot,time_TimeEnd,time_loopBlock2,time_mainloop,time_new_logger,time_new_sketchpad_1,time_pauze,title,total_correct,total_response_time,total_responses,uniform_coordinates,w,width,workerId
0,0,1476,1476,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,309,154,154,0,0,154,154,154,154,0,0,0,154,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),809,2994,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,1435,36097,17077,1435,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1122258,1119992,1118825,67,601072,1115818,1120808,1120809,67,67,1122258,618155,568777,TimingShort,0,228728,155,yes,16,1024,422
0,0,1476,1476,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,311,155,155,0,0,155,155,155,155,0,0,0,155,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),890,3092,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,1601,36097,17077,1601,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1129041,1126525,1125359,67,601072,1122264,1127427,1127427,67,67,1129042,618155,568777,TimingShort,0,230329,156,yes,16,1024,422
0,0,1479,1479,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,313,156,156,0,0,156,156,156,156,0,0,0,156,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),847,2856,The main experiment item,yes,1535,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,1831,36097,17077,1831,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1136141,1133459,1131909,67,601072,1129049,1134309,1134309,67,67,1136141,618155,568777,TimingShort,0,232160,157,yes,6,1024,422
0,0,1480,1480,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,315,157,157,0,0,157,157,157,157,0,0,0,157,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),817,3094,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,1745,36097,17077,1745,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1143009,1140425,1139258,67,601072,1136148,1141259,1141259,67,67,1143009,618155,568777,TimingShort,0,233905,158,yes,16,1024,422
0,0,1490,1490,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,317,158,158,0,0,158,158,158,158,0,0,0,158,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),751,2791,The main experiment item,yes,1535,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,3070,36097,17077,3070,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1151225,1147375,1145825,67,601072,1143017,1148142,1148142,67,67,1151225,618155,568777,TimingShort,0,236975,159,yes,6,1024,422
0,0,1490,1490,black,47,Default,no,2,,xpyriment,legacy,legacy,0,44,1,351,OSWeb experiment,uniform,undefined,319,159,159,0,0,159,159,159,159,0,0,0,159,0,1,0,0,,Fri Nov 15 2019 09:01:11 GMT+0100 (Central European Standard Time),718,2855,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,space,space,space,1378,36097,17077,1378,32284,2,legacy,,1573804900310,1024,2,48000,-16,experiment,44,351,TimingShort,999999999,odd,,1157375,1155259,1154092,67,601072,1151233,1155994,1155994,67,67,1157375,618155,568777,TimingShort,0,238353,160,yes,16,1024,422
,,,,,,,,,"{u'codename': u'Mozilla', u'version': u'5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36', u'name': u'Netscape'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'startdate': u'15-10-19', u'startdateUTC': u'15-10-19', u'starttime': u'09:01:11'}",,,,,,,"{u'debug': 0, u'taskname': 0, u'taskversion': 0, u'parameters': 0, u'pilot': 0}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{u'pixelDepth': 24, u'width': 1920, u'height': 1080, u'availableWidth': 1920, u'availableHeight': 1040, u'colorDepth': 24, u'screenX': 0, u'screenY': 0}",,,,,,,,,,,,{u'os': u'Win32'},,,,,,,,,,,,,,,,,,,,,
0,0,550,550,black,47,Default,no,1,,xpyriment,legacy,legacy,0,44,1,354,OSWeb experiment,uniform,undefined,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Fri Nov 15 2019 09:01:24 GMT+0100 (Central European Standard Time),750,3061,The main experiment item,yes,1535,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,,space,,550,29072,,550,,2,legacy,,1573804941460,1024,2,48000,-16,experiment,44,354,TimingShort,0,even,,35127,33794,32249,79,,29173,34560,34560,80,80,35127,29164,,TimingShort,0,550,1,yes,8,1024,425
0,0,877,877,black,47,Default,no,1,,xpyriment,legacy,legacy,0,44,1,354,OSWeb experiment,uniform,undefined,3,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,,Fri Nov 15 2019 09:01:24 GMT+0100 (Central European Standard Time),739,2881,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,,space,,1204,29072,,1204,,2,legacy,,1573804941460,1024,2,48000,-16,experiment,44,354,TimingShort,0,even,,41194,39226,38044,79,,35151,39978,39978,80,80,41194,29164,,TimingShort,0,1754,2,yes,8,1024,425
0,0,1081,1081,black,47,Default,no,1,,xpyriment,legacy,legacy,0,44,1,354,OSWeb experiment,uniform,undefined,5,2,2,0,0,2,2,2,2,0,0,0,2,0,1,0,0,,Fri Nov 15 2019 09:01:24 GMT+0100 (Central European Standard Time),733,3054,The main experiment item,yes,1395,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,,space,,1488,29072,,1488,,2,legacy,,1573804941460,1024,2,48000,-16,experiment,44,354,TimingShort,0,even,,47926,45682,44278,79,,41206,46428,46428,80,80,47926,29164,,TimingShort,0,3242,3,yes,8,1024,425
0,0,1037,1037,black,47,Default,no,1,,xpyriment,legacy,legacy,0,44,1,354,OSWeb experiment,uniform,undefined,7,3,3,0,0,3,3,3,3,0,0,0,3,0,1,0,0,,Fri Nov 15 2019 09:01:24 GMT+0100 (Central European Standard Time),788,3107,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,,space,,905,29072,,905,,2,legacy,,1573804941460,1024,2,48000,-16,experiment,44,354,TimingShort,0,even,,53943,52227,51046,79,,47930,53028,53028,80,80,53943,29164,,TimingShort,0,4147,4,yes,8,1024,425
0,0,1010,1010,black,47,Default,no,1,,xpyriment,legacy,legacy,0,44,1,354,OSWeb experiment,uniform,undefined,9,4,4,0,0,4,4,4,4,0,0,0,4,0,1,0,0,,Fri Nov 15 2019 09:01:24 GMT+0100 (Central European Standard Time),875,3093,The main experiment item,yes,1165,,/Users/rijn/Downloads,no,mono,no,18,no,white,no,no,None,null,768,legacy,xpyriment,osweb,1.3.3,space,space,,space,,901,29072,,901,,2,legacy,,1573804941460,1024,2,48000,-16,experiment,44,354,TimingShort,0,even,,60043,58244,57061,79,,53954,59127,59127,80,80,60043,29164,,TimingShort,0,5048,5,yes,8,1024,425
